NDC,Proprietary Name,Non-Proprietary Name,Dosage Form,Route Name,Company Name,Product Type
76045-005,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
76045-005,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi, Usa Llc",Human Prescription Drug
76045-006,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
76045-006,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi, Usa Llc",Human Prescription Drug
76045-007,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
76045-007,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi, Usa Llc",Human Prescription Drug
76045-008,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
76045-008,Morphine Sulfate,Morphine Sulfate,"Injection, Solution",Intramuscular; Intravenous,"Fresenius Kabi, Usa Llc",Human Prescription Drug
76329-1911,Morphine Sulfate,Morphine Sulfate,Injection,Intravenous,"International Medication Systems, Limited",Human Prescription Drug
76329-1912,Morphine Sulfate,Morphine Sulfate,Injection,Intravenous,"International Medication Systems, Limited",Human Prescription Drug
63629-4483,Morphine Sulfate ER,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Bryant Ranch Prepack,Human Prescription Drug
0904-6557,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6558,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6559,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6560,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Major Pharmaceuticals,Human Prescription Drug
42858-801,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Rhodes Pharmaceuticals L. P.,Human Prescription Drug
42858-802,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Rhodes Pharmaceuticals L. P.,Human Prescription Drug
42858-803,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Rhodes Pharmaceuticals L. P.,Human Prescription Drug
42858-804,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Rhodes Pharmaceuticals L. P.,Human Prescription Drug
42858-805,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Rhodes Pharmaceuticals L. P.,Human Prescription Drug
63629-4514,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-4515,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8505,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,Bryant Ranch Prepack,Human Prescription Drug
68084-157,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,American Health Packaging,Human Prescription Drug
68084-158,Morphine Sulfate Extended Release,Morphine Sulfate,"Tablet, Film Coated, Extended Release",Oral,American Health Packaging,Human Prescription Drug
42858-515,Ms Contin,Morphine Sulfate,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-631,Ms Contin,Morphine Sulfate,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-760,Ms Contin,Morphine Sulfate,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-799,Ms Contin,Morphine Sulfate,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-900,Ms Contin,Morphine Sulfate,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
72245-193,Nalocet,Oxycodone And Acetaminophen,Tablet,Oral,Forte Bio-pharma Llc,Human Prescription Drug
24510-050,Nucynta,Tapentadol Hydrochloride,"Tablet, Film Coated",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-075,Nucynta,Tapentadol Hydrochloride,"Tablet, Film Coated",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-100,Nucynta,Tapentadol Hydrochloride,"Tablet, Film Coated",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-058,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-116,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-174,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-232,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
24510-291,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Collegium Pharmaceutical, Inc.",Human Prescription Drug
55700-796,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Quality Care Products, Llc",Human Prescription Drug
55700-797,Nucynta ER,Tapentadol Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Quality Care Products, Llc",Human Prescription Drug
58716-433,Obredon,Hydrocodone Bitartrate And Guaifenesin,Solution,Oral,"Sovereign Pharmaceuticals, Llc",Human Prescription Drug
42799-217,Opium Tincture Deodorized,Morphine,Tincture,Oral,"Edenbridge Pharmaceuticals, Llc",Human Prescription Drug
62559-153,Opium Tincture Deodorized,Morphine Tincture,Solution,Oral,"Ani Pharmaceuticals, Inc.",Human Prescription Drug
63629-1965,Opium Tincture Deodorized,Morphine Tincture,Solution,Oral,Bryant Ranch Prepack,Human Prescription Drug
69344-113,Oxaydo,Oxycodone Hydrochloride,Tablet,Oral,Zyla Life Sciences Us Inc.,Human Prescription Drug
69344-213,Oxaydo,Oxycodone Hydrochloride,Tablet,Oral,Zyla Life Sciences Us Inc.,Human Prescription Drug
67877-623,Oxycodone,Oxycodone,Solution,Oral,"Ascend Laboratories, Llc",Human Prescription Drug
67877-625,Oxycodone,Oxycodone,Solution,Oral,"Ascend Laboratories, Llc",Human Prescription Drug
0406-0512,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0522,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0406-0523,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Specgx Llc,Human Prescription Drug
0527-1669,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1671,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0904-6437,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6438,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-6439,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-7093,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-7094,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
0904-7095,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Major Pharmaceuticals,Human Prescription Drug
10702-184,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-185,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-186,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-187,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-238,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Solution,Oral,"Kvk-tech, Inc.",Human Prescription Drug
13107-043,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-044,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-045,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
13107-046,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Aurolife Pharma, Llc",Human Prescription Drug
31722-191,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-192,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-193,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-194,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-948,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-949,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-950,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
31722-951,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Camber Pharmaceuticals, Inc.",Human Prescription Drug
42806-114,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-115,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42806-116,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Epic Pharma, Llc",Human Prescription Drug
42858-102,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-103,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-104,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
43386-490,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-491,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-492,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43386-493,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
43598-546,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Dr. Reddy?s Laboratories Inc.,Human Prescription Drug
43598-547,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Dr. Reddy?s Laboratories Inc.,Human Prescription Drug
47781-196,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Alvogen, Inc.",Human Prescription Drug
47781-229,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Alvogen, Inc.",Human Prescription Drug
47781-230,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Alvogen, Inc.",Human Prescription Drug
50268-644,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Avpak,Human Prescription Drug
50268-645,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Avpak,Human Prescription Drug
50268-646,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Avpak,Human Prescription Drug
53746-203,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
53746-204,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
55700-496,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Lake Erie Medical Dba Quality Care Products Llc,Human Prescription Drug
55700-497,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Lake Erie Medical Dba Quality Care Products Llc,Human Prescription Drug
55700-498,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Lake Erie Medical Dba Quality Care Products Llc,Human Prescription Drug
60687-642,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,American Health Packaging,Human Prescription Drug
60760-274,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,St. Mary's Medical Park Pharmacy,Human Prescription Drug
60760-276,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,St. Mary's Medical Park Pharmacy,Human Prescription Drug
61919-437,Oxycodone And Acetaminophen,Oxycodone And Acetaminophe,Tablet,Oral,Direct Rx,Human Prescription Drug
61919-612,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Direct Rx,Human Prescription Drug
61919-871,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Direct_rx,Human Prescription Drug
63187-363,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63187-406,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63187-719,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63187-721,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63187-823,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63187-824,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63187-984,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
63629-1907,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1908,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1909,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1910,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1911,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1912,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1942,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1943,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-7748,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-7824,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8834,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8876,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8879,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8888,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
65162-207,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
67296-0355,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1392,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1531,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1624,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1773,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1815,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Redpharm Drug,inc.",Human Prescription Drug
68071-2598,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-4839,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-4852,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-5054,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-5169,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68084-355,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,American Health Packaging,Human Prescription Drug
68084-699,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,American Health Packaging,Human Prescription Drug
68084-710,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,American Health Packaging,Human Prescription Drug
68308-475,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Mayne Pharma Inc.,Human Prescription Drug
68308-480,Oxycodone And Acetaminophen,Oxycodone Hydrochloride And Acetaminophen,Tablet,Oral,Mayne Pharma Inc.,Human Prescription Drug
70710-1327,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
70710-1328,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
70710-1329,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
70710-1330,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Zydus Pharmaceuticals (usa) Inc.,Human Prescription Drug
71205-329,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
71205-347,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
71205-486,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Proficient Rx Lp,Human Prescription Drug
71335-0146,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0193,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0216,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0316,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0722,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1036,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1070,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1216,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1420,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1472,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1473,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1492,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1909,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1953,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1959,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-2041,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-2049,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71930-045,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-046,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-047,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
72189-255,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Direct Rx,Human Prescription Drug
72189-256,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Direct Rx,Human Prescription Drug
72189-257,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Directrx,Human Prescription Drug
72865-113,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-114,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-115,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-116,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72887-193,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Fh2 Pharma Llc,Human Prescription Drug
72887-681,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen Tablets,Tablet,Oral,Fh2 Pharma Llc,Human Prescription Drug
72887-682,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,Fh2 Pharma Llc,Human Prescription Drug
72887-683,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen Tablets,Tablet,Oral,Fh2 Pharma Llc,Human Prescription Drug
76420-136,Oxycodone And Acetaminophen,Oxycodone And Acetaminophen,Tablet,Oral,"Asclemed Usa, Inc.",Human Prescription Drug
61919-412,Oxycodone Apap,Oxycodone Apap,Tablet,Oral,Direct Rx,Human Prescription Drug
10702-801,Oxycodone Hcl,Oxycodone Hcl,"Tablet, Film Coated, Extended Release",Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-803,Oxycodone Hcl,Oxycodone Hcl,"Tablet, Film Coated, Extended Release",Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-805,Oxycodone Hcl,Oxycodone Hcl,"Tablet, Film Coated, Extended Release",Oral,"Kvk-tech, Inc.",Human Prescription Drug
55700-791,Oxycodone Hcl,Oxycodone Hcl,"Tablet, Film Coated, Extended Release",Oral,"Quality Care Products, Llc",Human Prescription Drug
61919-671,Oxycodone Hcl,Oxycodone Hcl,Tablet,Oral,Direct Rx,Human Prescription Drug
35356-839,Oxycodone Hydchloride,Oxycodone Hydchloride,Tablet,Oral,Lake Erie Medical Dba Quality Care Products Llc,Human Prescription Drug
49999-899,Oxycodone Hydchloride,Oxycodone Hydchloride,Tablet,Oral,Lake Erie Medical Dba Quality Care Products Llc,Human Prescription Drug
0054-0390,Oxycodone Hydrochloride,Oxycodone Hydrochloride,Solution,Oral,Hikma Pharmceuticals Usa Inc.,Human Prescription Drug
0093-5731,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-5732,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-5733,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-5734,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0115-1556,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
0115-1557,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
0115-1558,Oxycodone Hydrochloride,Oxycodone Hydrochloride,"Tablet, Film Coated, Extended Release",Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
